ori,group,year,pop,agency_name,m_emp,f_emp,emp,sworn,civil
AL04901,6,5.0,6543.0,HAMILTON,11.0,2.0,13.0,12.0,1.0
AL04902,6,5.0,4677.0,WINFIELD,10.0,1.0,11.0,10.0,1.0
AL04903,7,5.0,2271.0,GUIN,5.0,0.0,5.0,5.0,0.0
AL04904,7,5.0,1488.0,HACKLEBURG,5.0,0.0,5.0,5.0,0.0
AL04905,7,5.0,739.0,BRILLIANT,4.0,2.0,6.0,3.0,3.0
AL04906,7,5.0,0.0,WESTON,0.0,0.0,0.0,0.0,0.0
AL04907,7,5.0,1029.0,BEAR CREEK,1.0,0.0,1.0,1.0,0.0
AL05000,8B,5.0,44062.0,MARSHALL,39.0,15.0,54.0,24.0,30.0
AL05001,5,5.0,18362.0,ALBERTVILLE,46.0,10.0,56.0,37.0,19.0
AL05002,6,5.0,7688.0,GUNTERSVILLE,33.0,6.0,39.0,31.0,8.0
AL05003,6,5.0,7442.0,ARAB,25.0,7.0,32.0,24.0,8.0
AL05004,6,5.0,7786.0,BOAZ,27.0,5.0,32.0,22.0,10.0
AL05005,7,5.0,683.0,GRANT,4.0,0.0,4.0,4.0,0.0
AL05008,8E,5.0,0.0,MARSHALL CTY DRUG ENFORC,0.0,0.0,0.0,0.0,0.0
AL05100,8C,5.0,15157.0,MONROE,28.0,14.0,42.0,20.0,22.0
AL05101,6,5.0,6727.0,MONROEVILLE,23.0,4.0,27.0,22.0,5.0
AL05102,7,5.0,1400.0,FRISCO CITY,2.0,0.0,2.0,2.0,0.0
AL05103,7,5.0,403.0,BEATRICE,0.0,0.0,0.0,0.0,0.0
AL05104,7,5.0,586.0,EXCEL,1.0,0.0,1.0,1.0,0.0
AL05200,9B,5.0,40723.0,MORGAN,93.0,30.0,123.0,48.0,75.0
AL05201,3,5.0,54861.0,DECATUR,128.0,20.0,148.0,126.0,22.0
AL05202,5,5.0,12944.0,HARTSELLE,29.0,9.0,38.0,29.0,9.0
AL05204,7,5.0,1187.0,FALKVILLE,4.0,0.0,4.0,4.0,0.0
AL05205,7,5.0,0.0,FLINT CITY,0.0,0.0,0.0,0.0,0.0
AL05206,7,5.0,358.0,SOMERVILLE,3.0,0.0,3.0,3.0,0.0
AL05207,7,5.0,1824.0,TRINITY,5.0,0.0,5.0,5.0,0.0
AL05209,7,5.0,2164.0,PRICEVILLE,4.0,0.0,4.0,4.0,0.0
AL05211,7,5.0,0.0,CALHOUN COMMUNITY COLLEG,0.0,0.0,0.0,0.0,0.0
AL05300,8D,5.0,6562.0,PERRY,9.0,5.0,14.0,7.0,7.0
AL05301,6,5.0,3487.0,MARION,8.0,5.0,13.0,9.0,4.0
AL05302,7,5.0,1543.0,UNIONTOWN,5.0,5.0,10.0,5.0,5.0
AL05400,8C,5.0,12888.0,PICKENS,12.0,9.0,21.0,7.0,14.0
AL05401,7,5.0,2499.0,ALICEVILLE,9.0,4.0,13.0,9.0,4.0
AL05402,7,5.0,1620.0,GORDO,4.0,0.0,4.0,4.0,0.0
AL05403,7,5.0,1894.0,REFORM,5.0,0.0,5.0,5.0,0.0
AL05404,7,5.0,969.0,CARROLLTON,3.0,0.0,3.0,3.0,0.0
AL05405,7,5.0,655.0,PICKENSVILLE,2.0,0.0,2.0,2.0,0.0
AL05407,7,5.0,0.0,24TH JUD CIR DRUG & VCTF,0.0,0.0,0.0,0.0,0.0
AL05500,8C,5.0,13424.0,PIKE,16.0,2.0,18.0,14.0,4.0
AL05501,5,5.0,13821.0,TROY,55.0,9.0,64.0,47.0,17.0
AL05502,7,5.0,2330.0,BRUNDIDGE,7.0,5.0,12.0,8.0,4.0
AL05503,7,5.0,0.0,TROY UNIVERSITY,7.0,2.0,9.0,7.0,2.0
AL05600,8C,5.0,14631.0,RANDOLPH,9.0,2.0,11.0,11.0,0.0
AL05601,6,5.0,6639.0,ROANOKE,22.0,5.0,27.0,22.0,5.0
AL05602,7,5.0,648.0,WADLEY,3.0,0.0,3.0,3.0,0.0
AL05603,7,5.0,823.0,WEDOWEE,7.0,0.0,7.0,7.0,0.0
AL05700,9C,5.0,22106.0,RUSSELL,55.0,32.0,87.0,31.0,56.0
AL05701,4,5.0,29112.0,PHENIX CITY,66.0,29.0,95.0,75.0,20.0
AL05702,7,5.0,569.0,HURTSBORO,4.0,0.0,4.0,4.0,0.0
AL05800,9B,5.0,35397.0,ST. CLAIR,54.0,34.0,88.0,40.0,48.0
AL05801,5,5.0,10667.0,PELL CITY,32.0,2.0,34.0,32.0,2.0
AL05802,7,5.0,2404.0,ASHVILLE,5.0,0.0,5.0,5.0,0.0
AL05803,7,5.0,2009.0,RAGLAND,4.0,3.0,7.0,3.0,4.0
AL05804,6,5.0,2942.0,SPRINGVILLE,9.0,0.0,9.0,9.0,0.0
AL05805,7,5.0,1192.0,ODENVILLE,3.0,3.0,6.0,4.0,2.0
AL05806,6,5.0,9877.0,MOODY,16.0,3.0,19.0,18.0,1.0
AL05807,7,5.0,1688.0,RIVERSIDE,5.0,1.0,6.0,5.0,1.0
AL05808,7,5.0,1236.0,MARGARET,2.0,0.0,2.0,2.0,0.0
AL05809,7,5.0,1139.0,STEELE,2.0,0.0,2.0,2.0,0.0
AL05812,7,5.0,1877.0,ARGO,2.0,1.0,3.0,3.0,0.0
AL05900,9B,5.0,73468.0,SHELBY,141.0,36.0,177.0,106.0,71.0
AL05901,6,5.0,5956.0,CALERA,23.0,8.0,31.0,24.0,7.0
AL05902,6,5.0,3634.0,COLUMBIANA,9.0,4.0,13.0,9.0,4.0
AL05903,6,5.0,5113.0,MONTEVALLO,16.0,4.0,20.0,15.0,5.0
AL05904,4,5.0,26994.0,ALABASTER,61.0,9.0,70.0,55.0,15.0
AL05905,7,5.0,1964.0,VINCENT,3.0,0.0,3.0,3.0,0.0
AL05906,5,5.0,18223.0,PELHAM,66.0,14.0,80.0,65.0,15.0
AL05907,5,5.0,12509.0,HELENA,22.0,4.0,26.0,21.0,5.0
AL05908,7,5.0,607.0,WILTON,1.0,0.0,1.0,1.0,0.0
AL05909,7,5.0,1643.0,HARPERSVILLE,8.0,0.0,8.0,8.0,0.0
AL05910,7,5.0,1724.0,WILSONVILLE,2.0,0.0,2.0,2.0,0.0
AL05911,7,5.0,0.0,UNIVERSITY OF MONTEVALLO,10.0,4.0,14.0,9.0,5.0
AL06000,8D,5.0,8198.0,SUMTER,9.0,15.0,24.0,6.0,18.0
AL06001,6,5.0,2699.0,YORK,6.0,5.0,11.0,5.0,6.0
AL06002,6,5.0,3132.0,LIVINGSTON,7.0,4.0,11.0,7.0,4.0
AL06003,7,5.0,344.0,CUBA,0.0,0.0,0.0,0.0,0.0
AL06004,7,5.0,198.0,EPES,0.0,0.0,0.0,0.0,0.0
AL06005,7,5.0,0.0,UNIVERSITY OF WEST ALABA,5.0,3.0,8.0,5.0,3.0
AL06100,8B,5.0,38224.0,TALLADEGA,68.0,25.0,93.0,36.0,57.0
AL06101,5,5.0,12962.0,SYLACAUGA,40.0,8.0,48.0,38.0,10.0
AL06102,5,5.0,17194.0,TALLADEGA,47.0,16.0,63.0,46.0,17.0
AL06103,6,5.0,5016.0,CHILDERSBURG,21.0,6.0,27.0,22.0,5.0
AL06104,6,5.0,4865.0,LINCOLN,16.0,5.0,21.0,16.0,5.0
AL06105,7,5.0,282.0,WALDO,0.0,0.0,0.0,0.0,0.0
AL06106,7,5.0,0.0,TALLADEGA COLLEGE,4.0,0.0,4.0,4.0,0.0
AL06200,8C,5.0,18949.0,TALLAPOOSA,33.0,21.0,54.0,22.0,32.0
AL06201,5,5.0,15062.0,ALEXANDER CITY,52.0,11.0,63.0,46.0,17.0
AL06202,6,5.0,3168.0,DADEVILLE,12.0,0.0,12.0,12.0,0.0
AL06203,7,5.0,1213.0,CAMP HILL,5.0,0.0,5.0,5.0,0.0
AL06204,7,5.0,0.0,CARRVILLE,0.0,0.0,0.0,0.0,0.0
AL06205,7,5.0,262.0,DAVISTON,1.0,0.0,1.0,1.0,0.0
AL06206,7,5.0,835.0,NEW SITE,1.0,0.0,1.0,1.0,0.0
AL06300,9B,5.0,64594.0,TUSCALOOSA,117.0,53.0,170.0,77.0,93.0
AL06301,3,5.0,80670.0,TUSCALOOSA,245.0,65.0,310.0,236.0,74.0
AL06302,5,5.0,20576.0,NORTHPORT,50.0,23.0,73.0,56.0,17.0
AL06303,7,5.0,0.0,UNIV OF AL: TUSCALOOSA,39.0,12.0,51.0,42.0,9.0
AL06305,7,5.0,0.0,BRYCE STATE HOSPITAL,8.0,5.0,13.0,9.0,4.0
AL06307,7,5.0,488.0,VANCE,4.0,0.0,4.0,4.0,0.0
AL06311,7,5.0,1565.0,LAKE VIEW,0.0,0.0,0.0,0.0,0.0
AL06400,9B,5.0,44311.0,WALKER,55.0,22.0,77.0,62.0,15.0
AL06401,5,5.0,13992.0,JASPER,49.0,19.0,68.0,44.0,24.0
AL06402,7,5.0,2055.0,CARBON HILL,6.0,3.0,9.0,5.0,4.0
AL06403,7,5.0,2354.0,CORDOVA,6.0,0.0,6.0,5.0,1.0
AL06404,7,5.0,2360.0,DORA,6.0,3.0,9.0,5.0,4.0
AL06405,6,5.0,2590.0,SUMITON,9.0,2.0,11.0,6.0,5.0
AL06406,7,5.0,1264.0,PARRISH,2.0,0.0,2.0,2.0,0.0
AL06407,7,5.0,958.0,OAKMAN,5.0,0.0,5.0,5.0,0.0
AL06408,7,5.0,285.0,NAUVOO,0.0,0.0,0.0,0.0,0.0
AL06409,7,5.0,550.0,SIPSEY,3.0,0.0,3.0,3.0,0.0
AL06500,8C,5.0,15977.0,WASHINGTON,10.0,6.0,16.0,9.0,7.0
AL06501,7,5.0,240.0,MCINTOSH,6.0,0.0,6.0,6.0,0.0
AL06502,7,5.0,610.0,MILLRY,2.0,0.0,2.0,2.0,0.0
AL06503,7,5.0,1188.0,CHATOM,5.0,1.0,6.0,6.0,0.0
AL06600,8D,5.0,9870.0,WILCOX,9.0,7.0,16.0,8.0,8.0
AL06601,7,5.0,2236.0,CAMDEN,7.0,2.0,9.0,8.0,1.0
AL06602,7,5.0,931.0,PINE HILL,4.0,1.0,5.0,5.0,0.0
AL06700,8C,5.0,18082.0,WINSTON,18.0,5.0,23.0,10.0,13.0
AL06701,7,5.0,989.0,DOUBLE SPRINGS,5.0,0.0,5.0,5.0,0.0
AL06702,6,5.0,4165.0,HALEYVILLE,16.0,2.0,18.0,13.0,5.0
AL06703,7,5.0,714.0,ADDISON,3.0,0.0,3.0,3.0,0.0
AL06704,7,5.0,289.0,ARLEY,3.0,0.0,3.0,2.0,1.0
AL06705,7,5.0,720.0,LYNN,0.0,0.0,0.0,0.0,0.0
AZCCHPX,8D,5.0,0.0,AZ DEPT OF PUBLIC SAFETY,1382.0,557.0,1939.0,1135.0,804.0
AZ00100,8B,5.0,61404.0,APACHE,51.0,22.0,73.0,32.0,41.0
AZ00101,6,5.0,4200.0,EAGAR,10.0,2.0,12.0,8.0,4.0
AZ00103,6,5.0,3632.0,ST. JOHNS,10.0,2.0,12.0,9.0,3.0
AZ00105,7,5.0,2012.0,SPRINGERVILLE,9.0,1.0,10.0,8.0,2.0
AZ00200,8B,5.0,49979.0,COCHISE,135.0,55.0,190.0,87.0,103.0
AZ00201,6,5.0,5076.0,BENSON,13.0,6.0,19.0,12.0,7.0
AZ00203,6,5.0,6250.0,BISBEE,16.0,6.0,22.0,15.0,7.0
AZ00205,5,5.0,17274.0,DOUGLAS,36.0,9.0,45.0,33.0,12.0
AZ00207,7,5.0,1944.0,HUACHUCA CITY,6.0,4.0,10.0,5.0,5.0
AZ00209,4,5.0,42209.0,SIERRA VISTA,52.0,28.0,80.0,49.0,31.0
AZ00211,7,5.0,1613.0,TOMBSTONE,6.0,1.0,7.0,6.0,1.0
AZ00213,6,5.0,3888.0,WILLCOX,12.0,5.0,17.0,9.0,8.0
AZ00300,9B,5.0,53461.0,COCONINO,133.0,70.0,203.0,60.0,143.0
AZ00301,3,5.0,58979.0,FLAGSTAFF,94.0,53.0,147.0,94.0,53.0
AZ00303,7,5.0,1082.0,FREDONIA,3.0,0.0,3.0,3.0,0.0
AZ00307,6,5.0,3070.0,WILLIAMS,11.0,8.0,19.0,10.0,9.0
AZ00308,6,5.0,7050.0,PAGE,19.0,12.0,31.0,21.0,10.0
AZ00310,7,5.0,0.0,SEDONA,0.0,0.0,0.0,0.0,0.0
AZ00397,7,5.0,0.0,NORTHERN ARIZONA UNIV,16.0,7.0,23.0,15.0,8.0
AZ00400,8B,5.0,27508.0,GILA,74.0,46.0,120.0,46.0,74.0
AZ00401,6,5.0,7449.0,GLOBE,24.0,8.0,32.0,22.0,10.0
AZ00403,7,5.0,1335.0,HAYDEN,6.0,1.0,7.0,6.0,1.0
AZ00405,7,5.0,1914.0,MIAMI,6.0,5.0,11.0,7.0,4.0
AZ00406,5,5.0,14966.0,PAYSON,31.0,11.0,42.0,29.0,13.0
AZ00407,7,5.0,458.0,WINKELMAN,0.0,0.0,0.0,0.0,0.0
AZ00489,6,5.0,9708.0,SAN CARLOS TRIBAL,0.0,0.0,0.0,0.0,0.0
AZ00500,8C,5.0,18616.0,GRAHAM,36.0,19.0,55.0,22.0,33.0
AZ00501,7,5.0,2035.0,PIMA,4.0,0.0,4.0,4.0,0.0
AZ00503,6,5.0,9249.0,SAFFORD,18.0,4.0,22.0,20.0,2.0
AZ00505,6,5.0,4216.0,THATCHER,10.0,1.0,11.0,10.0,1.0
AZ00597,7,5.0,0.0,EASTERN ARIZONA COLLEGE,1.0,0.0,1.0,1.0,0.0
AZ00600,8D,5.0,5417.0,GREENLEE,22.0,9.0,31.0,14.0,17.0
AZ00601,7,5.0,2339.0,CLIFTON,6.0,2.0,8.0,6.0,2.0
AZ00603,7,5.0,735.0,DUNCAN,1.0,0.0,1.0,1.0,0.0
AZ00700,9A,5.0,307383.0,MARICOPA,2291.0,1040.0,3331.0,744.0,2587.0
AZ00701,3,5.0,61194.0,AVONDALE,86.0,32.0,118.0,74.0,44.0
AZ00703,6,5.0,9586.0,BUCKEYE,38.0,15.0,53.0,39.0,14.0
AZ00705,2,5.0,231613.0,CHANDLER,313.0,128.0,441.0,297.0,144.0
AZ00707,5,5.0,21626.0,EL MIRAGE,42.0,11.0,53.0,45.0,8.0
AZ00709,7,5.0,2118.0,GILA BEND,0.0,0.0,0.0,0.0,0.0
AZ00711,2,5.0,162257.0,GILBERT,186.0,98.0,284.0,187.0,97.0
AZ00713,2,5.0,243608.0,GLENDALE,369.0,116.0,485.0,365.0,120.0
AZ00715,4,5.0,38772.0,GOODYEAR,75.0,28.0,103.0,70.0,33.0
AZ00717,1C,5.0,452340.0,MESA,903.0,437.0,1340.0,801.0,539.0
AZ00719,5,5.0,14818.0,PARADISE VALLEY,39.0,6.0,45.0,35.0,10.0
AZ00721,2,5.0,136995.0,PEORIA,162.0,68.0,230.0,159.0,71.0
AZ00723,1A,5.0,1466296.0,PHOENIX,2745.0,1037.0,3782.0,2898.0,884.0
AZ00725,2,5.0,229339.0,SCOTTSDALE,427.0,188.0,615.0,389.0,226.0
AZ00727,3,5.0,62751.0,SURPRISE,94.0,32.0,126.0,95.0,31.0
AZ00729,2,5.0,166144.0,TEMPE,361.0,179.0,540.0,329.0,211.0
AZ00731,6,5.0,6150.0,TOLLESON,22.0,10.0,32.0,25.0,7.0
AZ00733,6,5.0,5739.0,WICKENBURG,12.0,6.0,18.0,11.0,7.0
AZ00735,6,5.0,3462.0,YOUNGTOWN,10.0,5.0,15.0,13.0,2.0
AZ00739,6,5.0,5433.0,GUADALUPE,7.0,3.0,10.0,9.0,1.0
AZ00744,7,5.0,0.0,ARIZONA STATE CAPITOL,49.0,13.0,62.0,29.0,33.0
AZ00757,7,5.0,0.0,AZ STATE UNIV: WEST,12.0,4.0,16.0,8.0,8.0
AZ00788,7,5.0,0.0,AZ STATE UNIV: EAST,0.0,0.0,0.0,0.0,0.0
AZ00797,7,5.0,0.0,"AZ STATE UNIV, MAIN CAMP",73.0,26.0,99.0,56.0,43.0
AZ00800,8B,5.0,62958.0,MOHAVE,159.0,75.0,234.0,91.0,143.0
AZ00801,5,5.0,24997.0,KINGMAN,55.0,23.0,78.0,53.0,25.0
AZ00804,3,5.0,55014.0,LAKE HAVASU CITY,78.0,21.0,99.0,74.0,25.0
AZ00805,4,5.0,38846.0,BULLHEAD CITY,78.0,40.0,118.0,73.0,45.0
AZ00806,6,5.0,4291.0,COLORADO CITY,6.0,1.0,7.0,5.0,2.0
AZ00900,8B,5.0,71838.0,NAVAJO,83.0,47.0,130.0,42.0,88.0
AZ00901,6,5.0,5275.0,HOLBROOK,18.0,3.0,21.0,13.0,8.0
AZ00903,6,5.0,9775.0,SHOW LOW,25.0,14.0,39.0,26.0,13.0
AZ00905,6,5.0,8782.0,SNOWFLAKE-TAYLOR,11.0,8.0,19.0,12.0,7.0
AZ00907,6,5.0,3781.0,TAYLOR,1.0,0.0,1.0,1.0,0.0
AZ00909,5,5.0,10238.0,WINSLOW,24.0,12.0,36.0,23.0,13.0
AZ00913,6,5.0,4170.0,PINETOP-LAKESIDE,15.0,7.0,22.0,14.0,8.0
AZ01000,9A,5.0,334919.0,PIMA,874.0,374.0,1248.0,471.0,777.0
AZ01001,6,5.0,5753.0,SOUTH TUCSON,23.0,9.0,32.0,22.0,10.0
AZ01003,1B,5.0,529447.0,TUCSON,949.0,420.0,1369.0,1008.0,361.0
AZ01004,6,5.0,4987.0,SAHUARITA,21.0,4.0,25.0,22.0,3.0
AZ01006,7,5.0,0.0,AJO,0.0,0.0,0.0,0.0,0.0
AZ01007,4,5.0,38934.0,ORO VALLEY,75.0,35.0,110.0,85.0,25.0
AZ01009,5,5.0,23885.0,MARANA,57.0,28.0,85.0,64.0,21.0
AZ01097,7,5.0,0.0,UNIVERSITY OF ARIZONA,60.0,17.0,77.0,47.0,30.0
AZ01098,7,5.0,0.0,PIMA COMMUNITY COLLEGE,28.0,6.0,34.0,26.0,8.0
AZ01100,9A,5.0,109601.0,PINAL,228.0,105.0,333.0,135.0,198.0
AZ01101,4,5.0,32253.0,CASA GRANDE,67.0,24.0,91.0,63.0,28.0
AZ01103,6,5.0,8518.0,COOLIDGE,24.0,13.0,37.0,26.0,11.0
AZ01105,5,5.0,11059.0,ELOY,33.0,14.0,47.0,30.0,17.0
AZ01107,5,5.0,17783.0,FLORENCE,20.0,9.0,29.0,19.0,10.0
AZ01109,6,5.0,2677.0,KEARNY,4.0,4.0,8.0,5.0,3.0
AZ01111,7,5.0,2100.0,MAMMOTH,7.0,3.0,10.0,7.0,3.0
AZ01112,6,5.0,3359.0,SUPERIOR,5.0,7.0,12.0,7.0,5.0
AZ01113,4,5.0,34596.0,APACHE JUNCTION,50.0,25.0,75.0,46.0,29.0
AZ01197,7,5.0,0.0,CENTRAL ARIZONA COLLEGE,3.0,2.0,5.0,4.0,1.0
AZ01200,8C,5.0,19993.0,SANTA CRUZ,52.0,18.0,70.0,39.0,31.0
AZ01201,5,5.0,21321.0,NOGALES,72.0,11.0,83.0,64.0,19.0
AZ01203,7,5.0,858.0,PATAGONIA,2.0,0.0,2.0,2.0,0.0
AZ01300,9B,5.0,82413.0,YAVAPAI,250.0,99.0,349.0,108.0,241.0
AZ01301,6,5.0,3826.0,CLARKDALE,8.0,2.0,10.0,8.0,2.0
AZ01303,5,5.0,10779.0,COTTONWOOD,30.0,13.0,43.0,27.0,16.0
AZ01305,7,5.0,352.0,JEROME,4.0,0.0,4.0,4.0,0.0
AZ01307,4,5.0,40255.0,PRESCOTT,63.0,48.0,111.0,62.0,49.0
AZ01308,7,5.0,0.0,YAVAPAI COLLEGE,5.0,4.0,9.0,8.0,1.0
AZ01311,4,5.0,31260.0,PRESCOTT VALLEY,44.0,12.0,56.0,45.0,11.0
AZ01312,6,5.0,9472.0,CHINO VALLEY,22.0,14.0,36.0,24.0,12.0
AZ01313,5,5.0,10374.0,CAMP VERDE,19.0,13.0,32.0,20.0,12.0
AZ01314,5,5.0,11444.0,SEDONA,22.0,9.0,31.0,23.0,8.0
AZ01400,9B,5.0,63403.0,YUMA,229.0,84.0,313.0,68.0,245.0
AZ01403,6,5.0,9350.0,SOMERTON,15.0,8.0,23.0,16.0,7.0
AZ01405,3,5.0,86157.0,YUMA,150.0,79.0,229.0,152.0,77.0
AZ01408,5,5.0,21238.0,SAN LUIS,35.0,9.0,44.0,34.0,10.0
AZ01409,7,5.0,1927.0,WELLTON,4.0,0.0,4.0,4.0,0.0
AZ01497,7,5.0,0.0,ARIZONA WESTERN COLLEGE,8.0,3.0,11.0,6.0,5.0
AZ01500,8C,5.0,13831.0,LA PAZ,54.0,17.0,71.0,37.0,34.0
AZ01501,6,5.0,3275.0,PARKER,14.0,1.0,15.0,13.0,2.0
AZ01503,6,5.0,3469.0,QUARTZSITE,7.0,4.0,11.0,9.0,2.0
ARASP00,8D,5.0,0.0,ARKANSAS STATE POLICE,640.0,255.0,895.0,583.0,312.0
AR00100,8D,5.0,7398.0,ARKANSAS,26.0,12.0,38.0,12.0,26.0
AR00101,6,5.0,3459.0,DE WITT,14.0,0.0,14.0,9.0,5.0
AR00102,6,5.0,9467.0,STUTTGART,23.0,7.0,30.0,21.0,9.0
AR00103,7,5.0,800.0,GILLETT,1.0,1.0,2.0,1.0,1.0
AR00200,8C,5.0,14986.0,ASHLEY,20.0,8.0,28.0,15.0,13.0
AR00201,6,5.0,5992.0,CROSSETT,17.0,7.0,24.0,15.0,9.0
AR00202,6,5.0,2937.0,HAMBURG,6.0,1.0,7.0,6.0,1.0
AR00203,7,5.0,765.0,WILMOT,3.0,0.0,3.0,3.0,0.0
AR00300,8B,5.0,25670.0,BAXTER,39.0,12.0,51.0,31.0,20.0
AR00301,5,5.0,11822.0,MOUNTAIN HOME,28.0,6.0,34.0,25.0,9.0
AR00302,7,5.0,1014.0,COTTER,1.0,1.0,2.0,1.0,1.0
AR00303,7,5.0,1918.0,GASSVILLE,4.0,0.0,4.0,4.0,0.0
AR00304,7,5.0,801.0,LAKEVIEW,2.0,0.0,2.0,2.0,0.0
AR00400,9B,5.0,69856.0,BENTON,142.0,26.0,168.0,92.0,76.0
AR00401,4,5.0,28033.0,BENTONVILLE,50.0,23.0,73.0,48.0,25.0
AR00402,4,5.0,45318.0,ROGERS,93.0,23.0,116.0,82.0,34.0
AR00403,5,5.0,13374.0,SILOAM SPRINGS,30.0,13.0,43.0,24.0,19.0
AR00404,6,5.0,2939.0,PEA RIDGE,5.0,1.0,6.0,6.0,0.0
AR00405,6,5.0,2602.0,GENTRY,7.0,3.0,10.0,8.0,2.0
AR00406,6,5.0,6738.0,LOWELL,13.0,7.0,20.0,13.0,7.0
AR00407,7,5.0,2255.0,GRAVETTE,7.0,1.0,8.0,7.0,1.0
AR00408,7,5.0,1364.0,DECATUR,5.0,1.0,6.0,6.0,0.0
AR00409,7,5.0,1331.0,CAVE SPRINGS,3.0,1.0,4.0,3.0,1.0
AR00411,7,5.0,700.0,SULPHUR SPRINGS,2.0,0.0,2.0,2.0,0.0
AR00413,6,5.0,3774.0,CENTERTON,8.0,1.0,9.0,9.0,0.0
AR00414,7,5.0,0.0,NW ARKANSAS COMMUNITY CO,7.0,2.0,9.0,4.0,5.0
AR00500,8C,5.0,22909.0,BOONE,37.0,1.0,38.0,23.0,15.0
AR00501,5,5.0,12684.0,HARRISON,28.0,11.0,39.0,28.0,11.0
AR00600,8D,5.0,5287.0,BRADLEY,4.0,1.0,5.0,4.0,1.0
AR00601,6,5.0,6403.0,WARREN,16.0,7.0,23.0,14.0,9.0
AR00602,7,5.0,777.0,HERMITAGE,2.0,1.0,3.0,3.0,0.0
AR00700,8D,5.0,4076.0,CALHOUN,8.0,3.0,11.0,6.0,5.0
AR00701,7,5.0,1516.0,HAMPTON,3.0,1.0,4.0,3.0,1.0
AR00800,8C,5.0,16818.0,CARROLL,36.0,20.0,56.0,15.0,41.0
AR00801,6,5.0,4791.0,BERRYVILLE,10.0,2.0,12.0,10.0,2.0
AR00802,7,5.0,2352.0,EUREKA SPRINGS,12.0,4.0,16.0,10.0,6.0
AR00803,6,5.0,2850.0,GREEN FOREST,7.0,1.0,8.0,7.0,1.0
AR00900,8D,5.0,4527.0,CHICOT,6.0,1.0,7.0,6.0,1.0
AR00901,6,5.0,3560.0,DERMOTT,9.0,4.0,13.0,7.0,6.0
AR00902,6,5.0,2644.0,EUDORA,8.0,3.0,11.0,6.0,5.0
AR00903,6,5.0,2684.0,LAKE VILLAGE,10.0,4.0,14.0,9.0,5.0
AR01000,8D,5.0,9675.0,CLARK,19.0,10.0,29.0,15.0,14.0
AR01001,5,5.0,10768.0,ARKADELPHIA,21.0,6.0,27.0,21.0,6.0
AR01002,7,5.0,2274.0,GURDON,3.0,1.0,4.0,3.0,1.0
AR01003,7,5.0,611.0,CADDO VALLEY,3.0,0.0,3.0,3.0,0.0
AR01004,7,5.0,0.0,HENDERSON STATE UNIVERSI,7.0,1.0,8.0,7.0,1.0
AR01100,8D,5.0,9658.0,CLAY,14.0,10.0,24.0,9.0,15.0
AR01101,6,5.0,3534.0,CORNING,8.0,3.0,11.0,7.0,4.0
AR01102,6,5.0,3728.0,PIGGOTT,7.0,1.0,8.0,7.0,1.0
AR01200,8C,5.0,16532.0,CLEBURNE,6.0,6.0,12.0,2.0,10.0
AR01201,6,5.0,6928.0,HEBER SPRINGS,14.0,7.0,21.0,13.0,8.0
AR01202,7,5.0,740.0,QUITMAN,3.0,1.0,4.0,4.0,0.0
AR01203,7,5.0,965.0,GREERS FERRY,3.0,0.0,3.0,3.0,0.0
AR01300,9D,5.0,7602.0,CLEVELAND,7.0,4.0,11.0,6.0,5.0
AR01301,7,5.0,1325.0,RISON,3.0,0.0,3.0,3.0,0.0
AR01400,8C,5.0,14431.0,COLUMBIA,21.0,10.0,31.0,14.0,17.0
AR01401,5,5.0,10559.0,MAGNOLIA,23.0,5.0,28.0,21.0,7.0
AR01405,7,5.0,0.0,SOUTHERN ARKANSAS UNIV,5.0,2.0,7.0,6.0,1.0
AR01500,8C,5.0,13289.0,CONWAY,24.0,9.0,33.0,15.0,18.0
AR01501,6,5.0,6624.0,MORRILTON,20.0,11.0,31.0,20.0,11.0
AR01503,7,5.0,874.0,PLUMMERVILLE,2.0,2.0,4.0,3.0,1.0
AR01600,9C,5.0,22303.0,CRAIGHEAD,33.0,7.0,40.0,35.0,5.0
AR01601,3,5.0,59366.0,JONESBORO,115.0,17.0,132.0,122.0,10.0
AR01602,7,5.0,1372.0,CARAWAY,3.0,0.0,3.0,3.0,0.0
AR01603,7,5.0,2015.0,LAKE CITY,4.0,0.0,4.0,4.0,0.0
AR01604,7,5.0,1966.0,BAY,3.0,0.0,3.0,3.0,0.0
AR01605,7,5.0,0.0,AR STATE UNIV: JONESBORO,15.0,6.0,21.0,17.0,4.0
AR01700,9B,5.0,29929.0,CRAWFORD,37.0,19.0,56.0,23.0,33.0
AR01701,5,5.0,20836.0,VAN BUREN,47.0,12.0,59.0,44.0,15.0
AR01702,6,5.0,4665.0,ALMA,10.0,6.0,16.0,8.0,8.0
AR01703,7,5.0,1693.0,MULBERRY,3.0,0.0,3.0,3.0,0.0
AR01800,9C,5.0,11154.0,CRITTENDEN,88.0,68.0,156.0,35.0,121.0
AR01801,4,5.0,28388.0,WEST MEMPHIS,73.0,24.0,97.0,79.0,18.0
AR01802,6,5.0,2942.0,EARLE,6.0,4.0,10.0,7.0,3.0
AR01804,6,5.0,9500.0,MARION,17.0,3.0,20.0,18.0,2.0
AR01900,8C,5.0,10718.0,CROSS,19.0,13.0,32.0,15.0,17.0
AR01901,6,5.0,8545.0,WYNNE,15.0,3.0,18.0,16.0,2.0
AR02000,8D,5.0,4217.0,DALLAS,20.0,8.0,28.0,6.0,22.0
