ori,group,year,pop,agency_name,m_emp,f_emp,emp,sworn,civil
KS07901,7,4.0,2043.0,BELLEVILLE,5.0,0.0,5.0,5.0,0.0
KS08000,8D,4.0,2731.0,RICE,15.0,4.0,19.0,7.0,12.0
KS08001,6,4.0,3581.0,LYONS,6.0,1.0,7.0,6.0,1.0
KS08002,6,4.0,2579.0,STERLING,4.0,1.0,5.0,5.0,0.0
KS08003,7,4.0,299.0,BUSHTON,1.0,0.0,1.0,1.0,0.0
KS08004,7,4.0,269.0,GENESEO,1.0,0.0,1.0,1.0,0.0
KS08005,7,4.0,525.0,LITTLE RIVER,1.0,0.0,1.0,1.0,0.0
KS08006,7,4.0,474.0,CHASE,1.0,0.0,1.0,1.0,0.0
KS08100,8B,4.0,62565.0,RILEY COUNTY POLICE DEPT,114.0,48.0,162.0,93.0,69.0
KS08101,4,4.0,44930.0,MANHATTAN,76.0,17.0,93.0,66.0,27.0
KS08102,7,4.0,0.0,KANSAS STATE UNIVERSITY,30.0,7.0,37.0,23.0,14.0
KS08200,8D,4.0,2032.0,ROOKS,5.0,0.0,5.0,5.0,0.0
KS08201,7,4.0,1925.0,PLAINVILLE,5.0,0.0,5.0,5.0,0.0
KS08202,7,4.0,1484.0,STOCKTON,3.0,1.0,4.0,4.0,0.0
KS08300,8D,4.0,2108.0,RUSH,4.0,5.0,9.0,4.0,5.0
KS08301,7,4.0,1325.0,LA CROSSE,3.0,0.0,3.0,3.0,0.0
KS08400,8D,4.0,2514.0,RUSSELL,13.0,4.0,17.0,9.0,8.0
KS08401,6,4.0,4423.0,RUSSELL,8.0,1.0,9.0,8.0,1.0
KS08500,8D,4.0,7491.0,SALINE,57.0,38.0,95.0,41.0,54.0
KS08501,4,4.0,46035.0,SALINA,68.0,33.0,101.0,73.0,28.0
KS08502,7,4.0,448.0,ASSARIA,0.0,0.0,0.0,0.0,0.0
KS08600,8D,4.0,1171.0,SCOTT,4.0,1.0,5.0,4.0,1.0
KS08601,6,4.0,3656.0,SCOTT CITY,7.0,5.0,12.0,7.0,5.0
KS08700,9B,4.0,41711.0,SEDGWICK,375.0,123.0,498.0,454.0,44.0
KS08701,5,4.0,19285.0,DERBY,31.0,16.0,47.0,34.0,13.0
KS08702,6,4.0,9587.0,HAYSVILLE,22.0,6.0,28.0,20.0,8.0
KS08703,1C,4.0,356179.0,WICHITA,616.0,203.0,819.0,641.0,178.0
KS08705,6,4.0,5190.0,VALLEY CENTER,9.0,2.0,11.0,8.0,3.0
KS08706,7,4.0,0.0,WICHITA STATE UNIVERSITY,22.0,10.0,32.0,21.0,11.0
KS08707,7,4.0,1284.0,COLWICH,3.0,0.0,3.0,3.0,0.0
KS08708,7,4.0,814.0,EASTBOROUGH,7.0,0.0,7.0,7.0,0.0
KS08709,7,4.0,1851.0,CHENEY,4.0,0.0,4.0,4.0,0.0
KS08710,7,4.0,2212.0,CLEARWATER,6.0,0.0,6.0,6.0,0.0
KS08711,6,4.0,2945.0,GODDARD,6.0,0.0,6.0,6.0,0.0
KS08713,7,4.0,811.0,GARDEN PLAIN,2.0,0.0,2.0,2.0,0.0
KS08714,7,4.0,847.0,MOUNT HOPE,2.0,0.0,2.0,2.0,0.0
KS08715,7,4.0,2051.0,MAIZE,4.0,1.0,5.0,4.0,1.0
KS08716,6,4.0,6907.0,PARK CITY,16.0,2.0,18.0,16.0,2.0
KS08718,6,4.0,6551.0,BEL AIRE,9.0,0.0,9.0,8.0,1.0
KS08720,7,4.0,792.0,ANDALE,1.0,0.0,1.0,1.0,0.0
KS08721,7,4.0,1179.0,KECHI,2.0,0.0,2.0,2.0,0.0
KS08723,7,4.0,0.0,USD: MAIZE,3.0,0.0,3.0,3.0,0.0
KS08724,7,4.0,0.0,USD: GODDARD,3.0,1.0,4.0,4.0,0.0
KS08800,8D,4.0,3038.0,SEWARD,24.0,11.0,35.0,10.0,25.0
KS08801,5,4.0,20155.0,LIBERAL,37.0,12.0,49.0,35.0,14.0
KS08900,9B,4.0,45634.0,SHAWNEE,110.0,39.0,149.0,110.0,39.0
KS08901,2,4.0,122545.0,TOPEKA,274.0,77.0,351.0,293.0,58.0
KS08902,7,4.0,1005.0,ROSSVILLE,2.0,1.0,3.0,3.0,0.0
KS08903,7,4.0,1346.0,SILVER LAKE,2.0,0.0,2.0,2.0,0.0
KS08905,7,4.0,0.0,KANSAS ABC,19.0,13.0,32.0,18.0,14.0
KS08906,7,4.0,0.0,METRO TOPEKA AIRPORT AUT,19.0,6.0,25.0,19.0,6.0
KS08907,7,4.0,1125.0,AUBURN,0.0,0.0,0.0,0.0,0.0
KS08908,7,4.0,0.0,USD: TOPEKA,12.0,3.0,15.0,14.0,1.0
KS08909,7,4.0,0.0,TOPEKA FIRE DEPT ARSON I,3.0,0.0,3.0,3.0,0.0
KS08910,7,4.0,0.0,SECURITIES OFF INV SEC,14.0,11.0,25.0,8.0,17.0
KS08912,7,4.0,0.0,KS LOTTERY SECURITY DIV,6.0,1.0,7.0,5.0,2.0
KS08918,7,4.0,0.0,WASHBURN UNIVERSITY,15.0,2.0,17.0,12.0,5.0
KS09000,8D,4.0,1489.0,SHERIDAN,3.0,4.0,7.0,4.0,3.0
KS09001,7,4.0,1185.0,HOXIE,1.0,0.0,1.0,1.0,0.0
KS09100,8D,4.0,1696.0,SHERMAN,8.0,3.0,11.0,5.0,6.0
KS09101,6,4.0,4609.0,GOODLAND,10.0,1.0,11.0,10.0,1.0
KS09200,8D,4.0,2418.0,SMITH,5.0,2.0,7.0,3.0,4.0
KS09201,7,4.0,1781.0,SMITH CENTER,3.0,0.0,3.0,3.0,0.0
KS09300,8D,4.0,1752.0,STAFFORD,4.0,5.0,9.0,4.0,5.0
KS09301,7,4.0,1102.0,STAFFORD,3.0,1.0,4.0,4.0,0.0
KS09302,7,4.0,1255.0,ST. JOHN,4.0,0.0,4.0,4.0,0.0
KS09303,7,4.0,500.0,MACKSVILLE,1.0,0.0,1.0,1.0,0.0
KS09400,8D,4.0,2415.0,STANTON,10.0,4.0,14.0,6.0,8.0
KS09500,8D,4.0,1767.0,STEVENS,18.0,0.0,18.0,10.0,8.0
KS09501,6,4.0,3646.0,HUGOTON,3.0,4.0,7.0,5.0,2.0
KS09600,9C,4.0,10157.0,SUMNER,22.0,5.0,27.0,18.0,9.0
KS09601,6,4.0,8336.0,WELLINGTON,16.0,3.0,19.0,16.0,3.0
KS09602,7,4.0,1661.0,BELLE PLAINE,3.0,1.0,4.0,4.0,0.0
KS09603,6,4.0,5560.0,MULVANE,11.0,7.0,18.0,12.0,6.0
KS09604,7,4.0,1229.0,CALDWELL,4.0,0.0,4.0,4.0,0.0
KS09605,7,4.0,1283.0,CONWAY SPRINGS,4.0,0.0,4.0,4.0,0.0
KS09606,7,4.0,1139.0,OXFORD,2.0,1.0,3.0,3.0,0.0
KS09607,7,4.0,511.0,ARGONIA,1.0,0.0,1.0,1.0,0.0
KS09608,7,4.0,381.0,SOUTH HAVEN,2.0,0.0,2.0,2.0,0.0
KS09700,8D,4.0,2648.0,THOMAS,10.0,2.0,12.0,9.0,3.0
KS09701,6,4.0,5267.0,COLBY,13.0,5.0,18.0,12.0,6.0
KS09800,8D,4.0,1309.0,TREGO,3.0,0.0,3.0,3.0,0.0
KS09801,7,4.0,1808.0,WA KEENEY,4.0,0.0,4.0,4.0,0.0
KS09900,9D,4.0,4556.0,WABAUNSEE,10.0,7.0,17.0,7.0,10.0
KS09901,7,4.0,763.0,ALMA,1.0,0.0,1.0,1.0,0.0
KS09902,7,4.0,575.0,ESKRIDGE,1.0,0.0,1.0,1.0,0.0
KS09903,7,4.0,424.0,ALTA VISTA,0.0,0.0,0.0,0.0,0.0
KS09905,7,4.0,479.0,MAPLE HILL,0.0,0.0,0.0,0.0,0.0
KS10000,8D,4.0,1628.0,WALLACE,2.0,1.0,3.0,2.0,1.0
KS10001,7,4.0,765.0,SHARON SPRINGS,1.0,0.0,1.0,1.0,0.0
KS10100,8D,4.0,6158.0,WASHINGTON,5.0,1.0,6.0,6.0,0.0
KS10101,7,4.0,1173.0,WASHINGTON,2.0,0.0,2.0,2.0,0.0
KS10200,8D,4.0,2458.0,WICHITA,4.0,4.0,8.0,4.0,4.0
KS10300,8D,4.0,4847.0,WILSON,19.0,4.0,23.0,9.0,14.0
KS10301,6,4.0,2531.0,FREDONIA,5.0,1.0,6.0,5.0,1.0
KS10302,6,4.0,2746.0,NEODESHA,6.0,2.0,8.0,7.0,1.0
KS10400,8D,4.0,2120.0,WOODSON,5.0,4.0,9.0,5.0,4.0
KS10401,7,4.0,1527.0,YATES CENTER,3.0,0.0,3.0,3.0,0.0
KS10500,9D,4.0,45.0,WYANDOTTE,92.0,66.0,158.0,46.0,112.0
KS10501,6,4.0,6812.0,BONNER SPRINGS,24.0,3.0,27.0,25.0,2.0
KS10502,2,4.0,146399.0,KANSAS CITY,346.0,135.0,481.0,347.0,134.0
KS10503,6,4.0,4480.0,EDWARDSVILLE,11.0,3.0,14.0,13.0,1.0
KS10504,7,4.0,0.0,UNIV OF KS:MEDICAL CENTE,37.0,15.0,52.0,30.0,22.0
KS10505,7,4.0,0.0,WYANDOTTE CO PKS & REC,11.0,0.0,11.0,11.0,0.0
KS10507,7,4.0,0.0,KANSAS CITY COMM COLLEGE,10.0,1.0,11.0,10.0,1.0
KYKSP00,8D,4.0,0.0,STATE POLICE,1318.0,394.0,1712.0,943.0,769.0
KY001SP,8D,4.0,0.0,SP: ADAIR COUNTY,0.0,0.0,0.0,0.0,0.0
KY00100,8C,4.0,13397.0,ADAIR,4.0,2.0,6.0,4.0,2.0
KY00101,6,4.0,4180.0,COLUMBIA,10.0,0.0,10.0,10.0,0.0
KY002SP,8D,4.0,0.0,SP: ALLEN COUNTY,0.0,0.0,0.0,0.0,0.0
KY00200,8C,4.0,13944.0,ALLEN,13.0,0.0,13.0,11.0,2.0
KY00201,6,4.0,4443.0,SCOTTSVILLE,13.0,5.0,18.0,13.0,5.0
KY003SP,8D,4.0,0.0,SP: ANDERSON COUNTY,0.0,0.0,0.0,0.0,0.0
KY00300,8C,4.0,10638.0,ANDERSON,5.0,3.0,8.0,7.0,1.0
KY00301,6,4.0,9309.0,LAWRENCEBURG,17.0,6.0,23.0,16.0,7.0
KY00302,8D,4.0,0.0,ANDERSON COUNTY PD,2.0,0.0,2.0,2.0,0.0
KY004SP,8D,4.0,0.0,SP: BALLARD COUNTY,0.0,0.0,0.0,0.0,0.0
KY00400,8D,4.0,6506.0,BALLARD,10.0,1.0,11.0,11.0,0.0
KY00401,7,4.0,786.0,WICKLIFFE,1.0,0.0,1.0,1.0,0.0
KY00402,7,4.0,710.0,BARLOW,2.0,0.0,2.0,2.0,0.0
KY00403,7,4.0,1033.0,LA CENTER,2.0,0.0,2.0,2.0,0.0
KY005SP,8D,4.0,0.0,SP: BARREN COUNTY,0.0,0.0,0.0,0.0,0.0
KY00500,8C,4.0,23229.0,BARREN,13.0,3.0,16.0,14.0,2.0
KY00501,5,4.0,13707.0,GLASGOW,33.0,10.0,43.0,33.0,10.0
KY00502,7,4.0,1933.0,CAVE CITY,6.0,0.0,6.0,6.0,0.0
KY00503,7,4.0,531.0,PARK CITY,1.0,0.0,1.0,1.0,0.0
KY006SP,8D,4.0,0.0,SP: BATH COUNTY,0.0,0.0,0.0,0.0,0.0
KY00600,8D,4.0,9966.0,BATH,4.0,1.0,5.0,4.0,1.0
KY00601,7,4.0,1525.0,OWINGSVILLE,7.0,0.0,7.0,7.0,0.0
KY007SP,8D,4.0,0.0,SP: BELL COUNTY,0.0,0.0,0.0,0.0,0.0
KY00700,8C,4.0,17747.0,BELL,9.0,3.0,12.0,8.0,4.0
KY00701,5,4.0,10336.0,MIDDLESBORO,26.0,2.0,28.0,24.0,4.0
KY00702,7,4.0,2074.0,PINEVILLE,8.0,0.0,8.0,8.0,0.0
KY008SP,9D,4.0,0.0,SP: BOONE COUNTY,0.0,0.0,0.0,0.0,0.0
KY00800,9B,4.0,72945.0,BOONE,124.0,16.0,140.0,129.0,11.0
KY00801,9D,4.0,0.0,BOONE COUNTY POLICE DEPT,51.0,7.0,58.0,54.0,4.0
KY00802,5,4.0,24857.0,FLORENCE,50.0,6.0,56.0,52.0,4.0
KY00803,6,4.0,2616.0,WALTON,6.0,0.0,6.0,6.0,0.0
KY00805,7,4.0,0.0,CIN-NORTH KY INTER ARPT,58.0,8.0,66.0,50.0,16.0
KY009SP,9D,4.0,0.0,SP: BOURBON COUNTY,0.0,0.0,0.0,0.0,0.0
KY00900,9D,4.0,9559.0,BOURBON,5.0,1.0,6.0,5.0,1.0
KY00901,6,4.0,9334.0,PARIS,29.0,5.0,34.0,25.0,9.0
KY00902,7,4.0,839.0,MILLERSBURG,1.0,0.0,1.0,1.0,0.0
KY00903,7,4.0,562.0,NORTH MIDDLETOWN,1.0,0.0,1.0,1.0,0.0
KY010SP,9D,4.0,0.0,SP: BOYD COUNTY,0.0,0.0,0.0,0.0,0.0
KY01000,9B,4.0,26333.0,BOYD,18.0,3.0,21.0,18.0,3.0
KY01001,5,4.0,21638.0,ASHLAND,47.0,9.0,56.0,48.0,8.0
KY01002,7,4.0,1921.0,CATLETTSBURG,8.0,0.0,8.0,8.0,0.0
KY01003,9D,4.0,0.0,BOYD COUNTY POLICE DEPT,3.0,0.0,3.0,3.0,0.0
KY01004,7,4.0,0.0,FIVCO AREA DRUG TASK FOR,6.0,1.0,7.0,6.0,1.0
KY011SP,8D,4.0,0.0,SP: BOYLE COUNTY,0.0,0.0,0.0,0.0,0.0
KY01100,8D,4.0,9697.0,BOYLE,7.0,2.0,9.0,8.0,1.0
KY01101,5,4.0,15398.0,DANVILLE,27.0,6.0,33.0,29.0,4.0
KY01102,7,4.0,2178.0,JUNCTION CITY,3.0,0.0,3.0,3.0,0.0
KY01103,7,4.0,754.0,PERRYVILLE,1.0,0.0,1.0,1.0,0.0
KY012SP,9D,4.0,0.0,SP: BRACKEN COUNTY,0.0,0.0,0.0,0.0,0.0
KY01200,9D,4.0,6710.0,BRACKEN,2.0,1.0,3.0,2.0,1.0
KY01201,7,4.0,1230.0,AUGUSTA,3.0,0.0,3.0,3.0,0.0
KY01202,7,4.0,605.0,BROOKSVILLE,2.0,0.0,2.0,2.0,0.0
KY013SP,8D,4.0,0.0,SP: BREATHITT COUNTY,0.0,0.0,0.0,0.0,0.0
KY01300,8C,4.0,13535.0,BREATHITT,5.0,1.0,6.0,5.0,1.0
KY01301,7,4.0,2423.0,JACKSON,12.0,0.0,12.0,11.0,1.0
KY014SP,8D,4.0,0.0,SP: BRECKINRIDGE COUNTY,0.0,0.0,0.0,0.0,0.0
KY01400,8C,4.0,14174.0,BRECKINRIDGE,5.0,2.0,7.0,5.0,2.0
KY01401,7,4.0,2409.0,HARDINSBURG,5.0,0.0,5.0,5.0,0.0
KY01402,7,4.0,1257.0,CLOVERPORT,2.0,0.0,2.0,2.0,0.0
KY01403,7,4.0,1301.0,IRVINGTON,4.0,0.0,4.0,4.0,0.0
KY015SP,9D,4.0,0.0,SP: BULLITT COUNTY,0.0,0.0,0.0,0.0,0.0
KY01500,9B,4.0,36347.0,BULLITT,32.0,7.0,39.0,32.0,7.0
KY01501,6,4.0,8659.0,SHEPHERDSVILLE,16.0,2.0,18.0,17.0,1.0
KY01502,7,4.0,1867.0,LEBANON JUNCTION,5.0,0.0,5.0,5.0,0.0
KY01503,6,4.0,8664.0,MOUNT WASHINGTON,15.0,2.0,17.0,16.0,1.0
KY01504,9D,4.0,0.0,BULLITT POLICE DEPT,7.0,1.0,8.0,8.0,0.0
KY01505,6,4.0,7228.0,HILLVIEW,8.0,1.0,9.0,9.0,0.0
KY01506,6,4.0,2587.0,PIONEER VILLAGE,5.0,2.0,7.0,6.0,1.0
KY01507,7,4.0,379.0,HUNTERS HOLLOW,0.0,0.0,0.0,0.0,0.0
KY01510,9D,4.0,0.0,BULLITT CONST DIST. 3,1.0,0.0,1.0,1.0,0.0
KY016SP,8D,4.0,0.0,SP: BUTLER COUNTY,0.0,0.0,0.0,0.0,0.0
KY01600,8C,4.0,10727.0,BUTLER,3.0,2.0,5.0,3.0,2.0
KY01601,6,4.0,2562.0,MORGANTOWN,5.0,0.0,5.0,5.0,0.0
KY017SP,8D,4.0,0.0,SP: CALDWELL COUNTY,0.0,0.0,0.0,0.0,0.0
KY01700,8D,4.0,6473.0,CALDWELL,5.0,1.0,6.0,6.0,0.0
KY01701,6,4.0,6438.0,PRINCETON,14.0,2.0,16.0,15.0,1.0
KY018SP,8D,4.0,0.0,SP: CALLOWAY COUNTY,0.0,0.0,0.0,0.0,0.0
KY01800,8C,4.0,19493.0,CALLOWAY,18.0,6.0,24.0,20.0,4.0
KY01801,5,4.0,15415.0,MURRAY,29.0,8.0,37.0,31.0,6.0
KY01802,7,4.0,0.0,MURRAY STATE UNIVERSITY,14.0,5.0,19.0,14.0,5.0
KY019SP,9D,4.0,0.0,SP: CAMPBELL COUNTY,0.0,0.0,0.0,0.0,0.0
KY01900,9D,4.0,0.0,CAMPBELL,9.0,4.0,13.0,10.0,3.0
KY01901,6,4.0,6180.0,BELLEVUE,10.0,1.0,11.0,10.0,1.0
KY01902,9C,4.0,17168.0,CAMPBELL COUNTY POL DEPT,27.0,4.0,31.0,30.0,1.0
KY01903,6,4.0,5716.0,DAYTON,8.0,0.0,8.0,8.0,0.0
KY01904,5,4.0,16128.0,FORT THOMAS,21.0,2.0,23.0,22.0,1.0
KY01905,6,4.0,6516.0,HIGHLAND HEIGHTS,9.0,1.0,10.0,10.0,0.0
KY01906,5,4.0,16354.0,NEWPORT,69.0,8.0,77.0,49.0,28.0
KY01907,6,4.0,8262.0,ALEXANDRIA,11.0,2.0,13.0,12.0,1.0
KY01908,6,4.0,3467.0,SOUTHGATE,7.0,0.0,7.0,7.0,0.0
KY01909,6,4.0,4805.0,COLD SPRING,9.0,1.0,10.0,10.0,0.0
KY01910,7,4.0,1189.0,SILVER GROVE,1.0,0.0,1.0,1.0,0.0
KY01912,6,4.0,2785.0,WILDER,10.0,0.0,10.0,10.0,0.0
KY01913,7,4.0,454.0,MELBOURNE,1.0,0.0,1.0,1.0,0.0
KY01914,7,4.0,178.0,MENTOR,0.0,0.0,0.0,0.0,0.0
KY01915,7,4.0,0.0,NORTHERN KENTUCKY UNIV,19.0,5.0,24.0,16.0,8.0
KY01916,7,4.0,474.0,CRESTVIEW,20.0,13.0,33.0,22.0,11.0
KY020SP,8D,4.0,0.0,SP: CARLISLE COUNTY,0.0,0.0,0.0,0.0,0.0
KY02000,8D,4.0,4620.0,CARLISLE,4.0,1.0,5.0,3.0,2.0
KY02001,7,4.0,801.0,BARDWELL,1.0,0.0,1.0,1.0,0.0
KY021SP,8D,4.0,0.0,SP: CARROLL COUNTY,0.0,0.0,0.0,0.0,0.0
KY02100,8D,4.0,6472.0,CARROLL,4.0,1.0,5.0,5.0,0.0
KY02101,6,4.0,3828.0,CARROLLTON,11.0,1.0,12.0,11.0,1.0
KY022SP,8D,4.0,0.0,SP: CARTER COUNTY,0.0,0.0,0.0,0.0,0.0
KY02200,8C,4.0,21516.0,CARTER,5.0,3.0,8.0,5.0,3.0
KY02201,6,4.0,4007.0,GRAYSON,8.0,2.0,10.0,10.0,0.0
KY02202,7,4.0,1806.0,OLIVE HILL,6.0,0.0,6.0,6.0,0.0
KY02203,8D,4.0,0.0,CARTER COUNTY POLICE DEP,8.0,1.0,9.0,9.0,0.0
KY023SP,8D,4.0,0.0,SP: CASEY COUNTY,0.0,0.0,0.0,0.0,0.0
KY02300,8C,4.0,14202.0,CASEY,5.0,1.0,6.0,6.0,0.0
KY02301,7,4.0,1884.0,LIBERTY,6.0,0.0,6.0,6.0,0.0
KY024SP,9D,4.0,0.0,SP: CHRISTIAN COUNTY,0.0,0.0,0.0,0.0,0.0
KY02400,9B,4.0,32341.0,CHRISTIAN,16.0,3.0,19.0,17.0,2.0
KY02401,4,4.0,28874.0,HOPKINSVILLE,77.0,8.0,85.0,77.0,8.0
KY02402,7,4.0,799.0,CROFTON,1.0,0.0,1.0,1.0,0.0
KY02403,7,4.0,759.0,PEMBROKE,1.0,0.0,1.0,1.0,0.0
KY02404,9D,4.0,0.0,CHRISTIAN COUNTY POL DPT,6.0,2.0,8.0,7.0,1.0
KY02405,6,4.0,7616.0,OAK GROVE,14.0,4.0,18.0,13.0,5.0
KY02406,7,4.0,0.0,PENNYRILE NARCOTICS T F,6.0,4.0,10.0,8.0,2.0
KY025SP,9D,4.0,0.0,SP: CLARK COUNTY,0.0,0.0,0.0,0.0,0.0
KY02500,9C,4.0,17700.0,CLARK,11.0,3.0,14.0,11.0,3.0
KY02501,5,4.0,16490.0,WINCHESTER,38.0,10.0,48.0,34.0,14.0
KY026SP,8D,4.0,0.0,SP: CLAY COUNTY,0.0,0.0,0.0,0.0,0.0
KY02600,8C,4.0,22833.0,CLAY,4.0,4.0,8.0,6.0,2.0
KY02601,7,4.0,1679.0,MANCHESTER,15.0,2.0,17.0,15.0,2.0
KY027SP,8D,4.0,0.0,SP: CLINTON COUNTY,0.0,0.0,0.0,0.0,0.0
KY02700,8D,4.0,7401.0,CLINTON,3.0,1.0,4.0,3.0,1.0
KY02701,7,4.0,2270.0,ALBANY,10.0,0.0,10.0,9.0,1.0
KY028SP,8D,4.0,0.0,SP: CRITTENDEN COUNTY,0.0,0.0,0.0,0.0,0.0
KY02800,8D,4.0,6046.0,CRITTENDEN,2.0,0.0,2.0,2.0,0.0
KY02801,6,4.0,3108.0,MARION,7.0,0.0,7.0,7.0,0.0
KY029SP,8D,4.0,0.0,SP: CUMBERLAND COUNTY,0.0,0.0,0.0,0.0,0.0
KY02900,8D,4.0,5431.0,CUMBERLAND,3.0,1.0,4.0,3.0,1.0
KY02901,7,4.0,1777.0,BURKESVILLE,7.0,2.0,9.0,5.0,4.0
KY030SP,9D,4.0,0.0,SP: DAVIESS COUNTY,0.0,0.0,0.0,0.0,0.0
KY03000,9B,4.0,38488.0,DAVIESS,40.0,13.0,53.0,39.0,14.0
KY03001,3,4.0,54683.0,OWENSBORO,109.0,32.0,141.0,106.0,35.0
KY031SP,9D,4.0,0.0,SP: EDMONSON COUNTY,0.0,0.0,0.0,0.0,0.0
KY03100,9C,4.0,11011.0,EDMONSON,4.0,2.0,6.0,4.0,2.0
KY03101,7,4.0,939.0,BROWNSVILLE,1.0,0.0,1.0,1.0,0.0
KY032SP,8D,4.0,0.0,SP: ELLIOTT COUNTY,0.0,0.0,0.0,0.0,0.0
KY03200,8D,4.0,6982.0,ELLIOTT,3.0,1.0,4.0,4.0,0.0
KY033SP,8D,4.0,0.0,SP: ESTILL COUNTY,0.0,0.0,0.0,0.0,0.0
KY03300,8C,4.0,11852.0,ESTILL,3.0,2.0,5.0,3.0,2.0
KY03301,6,4.0,2767.0,IRVINE,6.0,0.0,6.0,6.0,0.0
KY03302,7,4.0,677.0,RAVENNA,2.0,0.0,2.0,2.0,0.0
KY034SP,9D,4.0,0.0,SP: FAYETTE COUNTY,0.0,0.0,0.0,0.0,0.0
KY03400,9D,4.0,0.0,FAYETTE,49.0,29.0,78.0,40.0,38.0
KY03402,1C,4.0,268618.0,LEXINGTON,494.0,158.0,652.0,507.0,145.0
KY03403,7,4.0,0.0,UNIVERSITY OF KENTUCKY,63.0,23.0,86.0,40.0,46.0
KY03404,7,4.0,0.0,FAYETTE COUNTY SCHOOLS,20.0,11.0,31.0,27.0,4.0
KY03405,7,4.0,0.0,LEX BLUEGRASS AIRPORT,24.0,4.0,28.0,20.0,8.0
KY035SP,8D,4.0,0.0,SP: FLEMING COUNTY,0.0,0.0,0.0,0.0,0.0
KY03500,8C,4.0,11359.0,FLEMING,7.0,2.0,9.0,9.0,0.0
KY03501,6,4.0,3118.0,FLEMINGSBURG,7.0,0.0,7.0,7.0,0.0
KY036SP,8D,4.0,0.0,SP: FLOYD COUNTY,0.0,0.0,0.0,0.0,0.0
KY03600,8B,4.0,36743.0,FLOYD,15.0,6.0,21.0,14.0,7.0
KY03601,6,4.0,3702.0,PRESTONSBURG,17.0,0.0,17.0,17.0,0.0
KY03602,7,4.0,1032.0,WHEELWRIGHT,1.0,0.0,1.0,1.0,0.0
KY03603,7,4.0,640.0,MARTIN,3.0,0.0,3.0,3.0,0.0
KY03604,7,4.0,292.0,WAYLAND,1.0,0.0,1.0,1.0,0.0
KY03605,7,4.0,151.0,ALLEN,1.0,0.0,1.0,1.0,0.0
KY03606,8D,4.0,0.0,FLOYD CONSTABLE DIST 1,1.0,0.0,1.0,1.0,0.0
KY037SP,8D,4.0,0.0,SP: FRANKLIN COUNTY,0.0,0.0,0.0,0.0,0.0
KY03700,8C,4.0,20784.0,FRANKLIN,18.0,2.0,20.0,18.0,2.0
KY03701,4,4.0,27595.0,FRANKFORT,60.0,7.0,67.0,62.0,5.0
KY03702,7,4.0,0.0,MOTOR VEH ENFORCEMENT,177.0,50.0,227.0,144.0,83.0
KY03703,7,4.0,0.0,PARK SECURITY,62.0,1.0,63.0,63.0,0.0
KY03705,7,4.0,0.0,KENTUCKY STATE UNIVERSIT,10.0,4.0,14.0,10.0,4.0
KY03708,7,4.0,0.0,FORESTRY ENFORCEMENT,220.0,32.0,252.0,231.0,21.0
KY03711,7,4.0,0.0,WATER PATROL,46.0,1.0,47.0,42.0,5.0
KY03712,7,4.0,0.0,FISH & WILDLIFE ENFORCE,156.0,5.0,161.0,153.0,8.0
KY03714,7,4.0,0.0,ALCOHOL BEVERAGE CONTROL,34.0,4.0,38.0,36.0,2.0
KY03715,8D,4.0,0.0,FRANKLIN CONSTAB DIST 3,1.0,0.0,1.0,1.0,0.0
KY038SP,8D,4.0,0.0,SP: FULTON COUNTY,0.0,0.0,0.0,0.0,0.0
KY03800,8D,4.0,2357.0,FULTON,3.0,1.0,4.0,4.0,0.0
KY03801,6,4.0,2654.0,FULTON,13.0,0.0,13.0,9.0,4.0
KY03802,7,4.0,2459.0,HICKMAN,4.0,0.0,4.0,4.0,0.0
KY039SP,9D,4.0,0.0,SP: GALLATIN COUNTY,0.0,0.0,0.0,0.0,0.0
KY03900,9D,4.0,6230.0,GALLATIN,4.0,0.0,4.0,4.0,0.0
KY03901,7,4.0,1820.0,WARSAW,5.0,0.0,5.0,5.0,0.0
KY040SP,8D,4.0,0.0,SP: GARRARD COUNTY,0.0,0.0,0.0,0.0,0.0
KY04000,8C,4.0,11917.0,GARRARD,5.0,1.0,6.0,5.0,1.0
KY04001,6,4.0,4041.0,LANCASTER,7.0,1.0,8.0,8.0,0.0
KY041SP,9D,4.0,0.0,SP: GRANT COUNTY,0.0,0.0,0.0,0.0,0.0
KY04100,9C,4.0,20762.0,GRANT,15.0,3.0,18.0,16.0,2.0
KY04101,6,4.0,3385.0,WILLIAMSTOWN,6.0,1.0,7.0,6.0,1.0
KY04102,7,4.0,2082.0,DRY RIDGE,5.0,0.0,5.0,5.0,0.0
KY04103,7,4.0,186.0,CORINTH,0.0,0.0,0.0,0.0,0.0
KY04104,6,4.0,2523.0,CRITTENDEN,2.0,0.0,2.0,2.0,0.0
KY042SP,8D,4.0,0.0,SP: GRAVES COUNTY,0.0,0.0,0.0,0.0,0.0
KY04200,8B,4.0,26622.0,GRAVES,11.0,4.0,15.0,11.0,4.0
KY04201,5,4.0,10298.0,MAYFIELD,22.0,7.0,29.0,22.0,7.0
KY04202,7,4.0,586.0,WINGO,1.0,0.0,1.0,1.0,0.0
KY043SP,8D,4.0,0.0,SP: GRAYSON COUNTY,0.0,0.0,0.0,0.0,0.0
KY04300,8C,4.0,17007.0,GRAYSON,11.0,2.0,13.0,11.0,2.0
KY04301,6,4.0,6306.0,LEITCHFIELD,14.0,2.0,16.0,15.0,1.0
